Product ID,Product Name,Category,Unit Price,Available Stock,Expiry Date
CLBL106,Bleach,Cleaning,2.7,255,2024-11-25
DAEG42,Eggs,Dairy,16.79,393,2024-05-12
GRBR52,Bread,Groceries,14.58,354,2024-11-16
HETO84,Toothpaste,Health & Beauty,7.96,391,-
HESH72,Shampoo,Health & Beauty,18.33,376,2024-04-25
GRBE51,Beans,Groceries,6.01,477,2024-09-26
DAYO69,Yogurt,Dairy,15.97,193,2024-05-18
DAEG43,Eggs,Dairy,16.0,428,2024-03-09
DAYO70,Yogurt,Dairy,18.31,142,2024-04-23
GRBR53,Bread,Groceries,9.08,496,-
HESH73,Shampoo,Health & Beauty,8.42,335,2024-08-06
CLDE90,Detergent,Cleaning,3.98,73,2024-08-16
DAMI44,Milk,Dairy,4.48,372,2024-09-05
DABU54,Butter,Dairy,5.57,124,2024-12-18
BEJU47,Juice,Beverages,5.0,321,2024-05-25
DACH57,Cheese,Dairy,14.88,238,2024-06-03
CLBL107,Bleach,Cleaning,10.56,205,-
BEWA46,Water,Beverages,6.66,491,2024-08-22
GRPA62,Pasta,Groceries,19.34,55,2024-04-07
HETO85,Toothpaste,Health & Beauty,18.8,249,2024-10-18
CLDE91,Detergent,Cleaning,13.82,385,2024-08-11
GRBR54,Bread,Groceries,5.82,331,2024-04-27
BECO45,Coffee,Beverages,1.04,367,2024-09-04
GRBR55,Bread,Groceries,11.18,378,-
HESO85,Soap,Health & Beauty,19.7,446,-
DAYO71,Yogurt,Dairy,5.02,256,2024-03-31
CLDE92,Detergent,Cleaning,7.38,91,2024-09-17
DAEG44,Eggs,Dairy,19.03,411,2024-07-22
DAYO72,Yogurt,Dairy,3.61,158,-
CLDI76,Disinfectant,Cleaning,13.79,397,2024-11-02
GRPA63,Pasta,Groceries,5.75,38,2024-09-23
GRRI59,Rice,Groceries,17.92,420,2024-04-08
DABU55,Butter,Dairy,14.27,197,-
GRBR56,Bread,Groceries,12.2,70,2024-12-22
DAEG45,Eggs,Dairy,7.37,283,-
HESH74,Shampoo,Health & Beauty,1.65,344,2024-12-22
CLDE93,Detergent,Cleaning,19.78,446,2024-08-28
DAMI45,Milk,Dairy,11.94,396,2024-05-02
HETO86,Toothpaste,Health & Beauty,12.03,386,2024-10-29
GRPA64,Pasta,Groceries,19.61,326,-
CLDI77,Disinfectant,Cleaning,2.06,61,2024-11-08
GRBR57,Bread,Groceries,18.38,451,-
GRBE52,Beans,Groceries,5.59,360,2024-10-15
DAYO73,Yogurt,Dairy,14.8,251,2024-06-03
CLBL108,Bleach,Cleaning,16.68,397,-
CLDE94,Detergent,Cleaning,12.31,468,2024-04-17
HESO86,Soap,Health & Beauty,5.69,491,2024-12-03
CLDE95,Detergent,Cleaning,5.12,415,2024-06-10
BEWA47,Water,Beverages,18.69,91,2024-06-27
GRBR58,Bread,Groceries,19.64,442,2024-05-09
DACH58,Cheese,Dairy,13.98,235,-
DACH59,Cheese,Dairy,13.14,496,2024-05-13
DACH60,Cheese,Dairy,1.98,452,-
CLDE96,Detergent,Cleaning,14.84,258,2024-11-02
HESO87,Soap,Health & Beauty,19.78,148,2024-05-02
BECO46,Coffee,Beverages,8.47,466,2024-09-09
BESO53,Soda,Beverages,5.39,11,2024-05-24
CLDE97,Detergent,Cleaning,6.9,367,2024-12-02
CLDE98,Detergent,Cleaning,8.99,177,2024-07-27
CLDI78,Disinfectant,Cleaning,1.07,59,2024-12-16
CLDE99,Detergent,Cleaning,6.06,247,2024-05-09
DAYO74,Yogurt,Dairy,10.36,353,-
GRBE53,Beans,Groceries,5.12,92,-
HESO88,Soap,Health & Beauty,16.99,474,2024-03-19
GRBE54,Beans,Groceries,9.65,88,2024-07-05
HESH75,Shampoo,Health & Beauty,12.07,266,2024-03-25
HESH76,Shampoo,Health & Beauty,19.0,279,-
GRBE55,Beans,Groceries,2.84,194,2024-04-26
BECO47,Coffee,Beverages,16.57,73,2024-11-04
GRPA65,Pasta,Groceries,13.54,497,-
CLDE100,Detergent,Cleaning,12.72,345,2024-05-18
CLBL109,Bleach,Cleaning,10.16,202,-
DAEG46,Eggs,Dairy,8.3,262,2024-05-02
DAMI46,Milk,Dairy,3.16,107,2024-11-03
CLDE101,Detergent,Cleaning,2.05,338,2024-07-20
BESO54,Soda,Beverages,3.26,24,2024-11-06
BETE51,Tea,Beverages,17.39,339,2024-05-23
BEJU48,Juice,Beverages,8.15,420,2024-08-03
CLBL110,Bleach,Cleaning,9.43,338,-
GRPA66,Pasta,Groceries,5.82,239,2024-04-24
HESH77,Shampoo,Health & Beauty,16.63,221,-
BESO55,Soda,Beverages,5.25,319,2024-12-13
DAYO75,Yogurt,Dairy,10.62,396,2024-10-27
BETE52,Tea,Beverages,7.2,139,2024-09-10
HESH78,Shampoo,Health & Beauty,17.2,191,-
CLBL111,Bleach,Cleaning,7.39,412,-
GRRI60,Rice,Groceries,3.96,373,2024-07-10
CLBL112,Bleach,Cleaning,18.03,98,2024-05-12
HESO89,Soap,Health & Beauty,17.24,83,2024-08-10
GRBE56,Beans,Groceries,4.14,139,2024-04-06
DABU56,Butter,Dairy,17.27,349,2024-08-04
GRRI61,Rice,Groceries,15.86,282,2024-05-28
GRBR59,Bread,Groceries,13.19,214,2024-10-06
DAYO76,Yogurt,Dairy,3.32,437,2024-07-30
BEJU49,Juice,Beverages,5.4,260,2024-06-23
DABU57,Butter,Dairy,16.29,164,2024-09-16
HESO90,Soap,Health & Beauty,19.53,131,2024-08-14
DACH61,Cheese,Dairy,6.57,463,2024-05-14
DAMI47,Milk,Dairy,16.46,455,2024-12-15
DACH62,Cheese,Dairy,10.47,151,2024-05-27
BECO48,Coffee,Beverages,19.04,440,2024-03-04
DAEG47,Eggs,Dairy,5.38,84,2024-03-12
HETO87,Toothpaste,Health & Beauty,7.08,269,2024-04-03
BECO49,Coffee,Beverages,2.26,419,2024-03-31
DABU58,Butter,Dairy,16.58,52,2024-09-23
GRBR60,Bread,Groceries,5.81,410,2024-06-07
BETE53,Tea,Beverages,1.77,111,2024-07-04
CLDI79,Disinfectant,Cleaning,16.07,317,2024-05-28
BEJU50,Juice,Beverages,1.26,22,2024-11-28
CLBL113,Bleach,Cleaning,13.72,438,2024-03-12
HESO91,Soap,Health & Beauty,19.75,211,2024-10-15
DABU59,Butter,Dairy,9.49,327,2024-10-25
BEWA48,Water,Beverages,3.94,117,2024-06-14
HESO92,Soap,Health & Beauty,12.1,260,2024-06-19
BETE54,Tea,Beverages,12.0,491,2024-07-29
DAEG48,Eggs,Dairy,14.0,239,2024-10-22
BETE55,Tea,Beverages,9.05,373,2024-10-20
HETO88,Toothpaste,Health & Beauty,8.29,88,2024-05-07
HESO93,Soap,Health & Beauty,9.92,496,2024-10-08
HESO94,Soap,Health & Beauty,4.38,188,2024-05-09
CLDI80,Disinfectant,Cleaning,11.08,255,-
DAMI48,Milk,Dairy,7.15,361,-
HESH79,Shampoo,Health & Beauty,3.79,15,2024-05-01
BEWA49,Water,Beverages,6.31,142,2024-03-04
CLDI81,Disinfectant,Cleaning,4.92,210,2024-09-07
GRBE57,Beans,Groceries,3.15,216,-
HESH80,Shampoo,Health & Beauty,12.81,177,2024-03-07
HETO89,Toothpaste,Health & Beauty,2.83,29,2024-04-13
GRPA67,Pasta,Groceries,19.39,233,2024-04-27
DACH63,Cheese,Dairy,4.71,272,2024-10-15
BESO56,Soda,Beverages,3.15,338,-
DAMI49,Milk,Dairy,10.34,261,2024-11-11
CLDE102,Detergent,Cleaning,1.7,297,2024-10-06
BECO50,Coffee,Beverages,15.89,374,-
HESH81,Shampoo,Health & Beauty,12.68,237,2024-12-19
DAEG49,Eggs,Dairy,19.11,328,2024-03-05
DAYO77,Yogurt,Dairy,12.43,89,2024-05-10
GRRI62,Rice,Groceries,11.13,332,2024-05-07
CLDI82,Disinfectant,Cleaning,1.66,166,2024-07-22
BEWA50,Water,Beverages,8.09,430,-
HESO95,Soap,Health & Beauty,5.01,325,-
BEWA51,Water,Beverages,3.68,134,2024-07-09
DAYO78,Yogurt,Dairy,1.92,413,2024-05-03
CLDE103,Detergent,Cleaning,7.28,11,2024-11-03
CLDI83,Disinfectant,Cleaning,6.29,145,2024-11-29
GRBR61,Bread,Groceries,2.31,235,-
CLDI84,Disinfectant,Cleaning,12.22,181,2024-06-26
HESH82,Shampoo,Health & Beauty,2.01,406,2024-07-07
CLBL114,Bleach,Cleaning,14.98,455,2024-11-03
HETO90,Toothpaste,Health & Beauty,4.94,203,2024-07-10
HESO96,Soap,Health & Beauty,9.57,72,2024-09-29
HESO97,Soap,Health & Beauty,8.86,450,2024-10-16
HETO91,Toothpaste,Health & Beauty,7.84,395,2024-12-17
CLBL115,Bleach,Cleaning,2.64,177,2024-07-08
CLDE104,Detergent,Cleaning,2.23,414,2024-05-16
BETE56,Tea,Beverages,20.0,380,2024-09-25
DABU60,Butter,Dairy,5.67,141,2024-10-28
CLDI85,Disinfectant,Cleaning,16.69,470,2024-04-13
CLDI86,Disinfectant,Cleaning,15.83,53,-
DABU61,Butter,Dairy,7.75,291,2024-06-11
GRBR62,Bread,Groceries,5.71,111,2024-03-03
CLBL116,Bleach,Cleaning,6.51,94,2024-08-17
DACH64,Cheese,Dairy,6.6,331,-
BESO57,Soda,Beverages,16.13,244,2024-09-11
DAEG50,Eggs,Dairy,11.31,179,2024-09-18
HETO92,Toothpaste,Health & Beauty,12.08,24,2024-10-29
BETE57,Tea,Beverages,4.24,95,2024-08-17
DAMI50,Milk,Dairy,9.98,482,2024-09-13
GRRI63,Rice,Groceries,10.07,459,2024-07-18
HETO93,Toothpaste,Health & Beauty,14.21,326,-
HETO94,Toothpaste,Health & Beauty,6.34,456,2024-07-13
HETO95,Toothpaste,Health & Beauty,5.79,22,2024-06-28
DABU62,Butter,Dairy,13.27,135,2024-04-14
DAYO79,Yogurt,Dairy,18.42,33,2024-08-31
BECO51,Coffee,Beverages,5.87,483,-
HESH83,Shampoo,Health & Beauty,17.27,477,2024-04-06
GRBE58,Beans,Groceries,11.89,267,2024-03-13
DACH65,Cheese,Dairy,15.38,338,-
HESH84,Shampoo,Health & Beauty,12.92,230,-
GRRI64,Rice,Groceries,6.72,205,2024-09-25
DAYO80,Yogurt,Dairy,2.37,174,2024-06-02
HESH85,Shampoo,Health & Beauty,8.78,347,2024-12-25
CLBL117,Bleach,Cleaning,12.78,63,2024-06-16
DACH66,Cheese,Dairy,10.13,290,2024-03-24
DAYO81,Yogurt,Dairy,14.57,458,2024-07-04
GRPA68,Pasta,Groceries,13.02,85,2024-08-11
CLDE105,Detergent,Cleaning,4.65,381,-
DABU63,Butter,Dairy,1.46,396,2024-06-19
BEWA52,Water,Beverages,13.82,92,2024-06-05
GRPA69,Pasta,Groceries,9.85,233,2024-03-06
GRRI65,Rice,Groceries,19.69,127,2024-11-22
DACH67,Cheese,Dairy,3.04,241,-
BEJU51,Juice,Beverages,8.54,442,-
DAMI51,Milk,Dairy,7.96,129,2024-05-05
HESH86,Shampoo,Health & Beauty,16.46,492,2024-11-01
DAYO82,Yogurt,Dairy,2.35,218,2024-10-06
HESH87,Shampoo,Health & Beauty,19.09,480,2024-09-01
GRPA70,Pasta,Groceries,3.67,19,2024-04-03
DAYO83,Yogurt,Dairy,7.7,341,2024-07-15
BESO58,Soda,Beverages,1.65,81,2024-09-20
GRBR63,Bread,Groceries,19.57,449,2024-05-02
CLDI87,Disinfectant,Cleaning,4.94,325,2024-11-12
CLDI88,Disinfectant,Cleaning,18.24,468,2024-08-05
CLBL118,Bleach,Cleaning,1.82,220,2024-04-14
BEWA53,Water,Beverages,6.62,173,2024-05-24
HESH88,Shampoo,Health & Beauty,17.97,40,2024-12-29
CLDI89,Disinfectant,Cleaning,10.35,101,2024-04-08
HESO98,Soap,Health & Beauty,15.81,479,2024-09-15
HETO96,Toothpaste,Health & Beauty,9.85,407,-
BECO52,Coffee,Beverages,9.04,117,2024-11-08
CLBL119,Bleach,Cleaning,18.29,50,2024-09-14
DAMI52,Milk,Dairy,15.94,55,2024-04-18
CLBL120,Bleach,Cleaning,1.58,151,2024-05-13
BEJU52,Juice,Beverages,12.48,419,2024-08-07
HESO99,Soap,Health & Beauty,10.05,452,2024-07-22
DACH68,Cheese,Dairy,9.71,414,2024-04-01
DAEG51,Eggs,Dairy,11.37,335,-
BESO59,Soda,Beverages,9.7,393,2024-08-15
HESH89,Shampoo,Health & Beauty,2.77,135,2024-08-15
CLDI90,Disinfectant,Cleaning,8.73,336,2024-05-23
CLDI91,Disinfectant,Cleaning,4.5,462,2024-06-17
HESO100,Soap,Health & Beauty,17.96,51,2024-04-23
CLBL121,Bleach,Cleaning,11.23,63,2024-07-31
HESO101,Soap,Health & Beauty,4.83,275,2024-12-11
DACH69,Cheese,Dairy,16.79,355,-
BESO60,Soda,Beverages,15.61,426,2024-08-28
GRRI66,Rice,Groceries,16.19,43,-
CLDI92,Disinfectant,Cleaning,4.89,149,2024-04-02
HESO102,Soap,Health & Beauty,10.84,445,2024-07-10
CLBL122,Bleach,Cleaning,11.73,306,2024-04-26
DAYO84,Yogurt,Dairy,17.05,233,2024-08-04
BEWA54,Water,Beverages,13.13,481,2024-03-03
BEJU53,Juice,Beverages,4.86,313,2024-12-15
GRRI67,Rice,Groceries,4.08,366,-
CLDE106,Detergent,Cleaning,18.76,264,2024-11-04
DABU64,Butter,Dairy,12.9,345,-
DAEG52,Eggs,Dairy,18.72,212,2024-03-07
DAMI53,Milk,Dairy,13.15,365,2024-06-10
BECO53,Coffee,Beverages,3.6,136,2024-09-04
BECO54,Coffee,Beverages,17.24,156,2024-04-11
GRBE59,Beans,Groceries,4.56,350,2024-04-01
HESO103,Soap,Health & Beauty,12.38,59,-
CLDI93,Disinfectant,Cleaning,5.4,314,2024-10-15
GRBR64,Bread,Groceries,10.08,384,2024-09-20
CLDE107,Detergent,Cleaning,13.38,128,2024-04-15
DABU65,Butter,Dairy,8.61,236,-
DAEG53,Eggs,Dairy,19.54,341,2024-10-25
HESH90,Shampoo,Health & Beauty,14.49,130,2024-05-27
HESO104,Soap,Health & Beauty,3.49,57,-
BESO61,Soda,Beverages,10.72,88,-
HESH91,Shampoo,Health & Beauty,9.17,481,2024-12-12
DACH70,Cheese,Dairy,19.84,56,-
DAYO85,Yogurt,Dairy,7.62,417,2024-07-10
GRBR65,Bread,Groceries,15.57,435,2024-05-28
GRBE60,Beans,Groceries,1.14,322,2024-05-08
BEJU54,Juice,Beverages,12.4,242,2024-07-06
HESO105,Soap,Health & Beauty,19.43,249,2024-05-17
BETE58,Tea,Beverages,18.07,202,2024-09-26
CLDI94,Disinfectant,Cleaning,4.93,308,2024-05-20
DAMI54,Milk,Dairy,7.32,22,2024-04-08
DAYO86,Yogurt,Dairy,4.35,33,2024-03-04
GRPA71,Pasta,Groceries,4.86,409,2024-03-18
GRRI68,Rice,Groceries,10.83,164,-
GRBR66,Bread,Groceries,12.04,487,2024-11-28
BEJU55,Juice,Beverages,18.74,293,2024-04-04
GRPA72,Pasta,Groceries,14.34,60,2024-08-03
DABU66,Butter,Dairy,1.68,381,2024-12-16
HETO97,Toothpaste,Health & Beauty,10.28,126,-
DAMI55,Milk,Dairy,12.53,362,-
HETO98,Toothpaste,Health & Beauty,14.59,469,2024-10-18
GRBR67,Bread,Groceries,18.93,204,2024-09-17
BEWA55,Water,Beverages,15.17,452,-
CLDE108,Detergent,Cleaning,14.49,204,2024-11-07
BEWA56,Water,Beverages,17.82,41,2024-11-14
BECO55,Coffee,Beverages,14.22,286,-
BEJU56,Juice,Beverages,15.04,74,2024-12-16
GRBE61,Beans,Groceries,17.19,281,2024-03-07
GRRI69,Rice,Groceries,1.54,500,-
BEJU57,Juice,Beverages,12.89,486,2024-08-21
HESO106,Soap,Health & Beauty,3.11,450,-
CLDE109,Detergent,Cleaning,1.55,104,2024-11-14
DAYO87,Yogurt,Dairy,8.94,139,-
BETE59,Tea,Beverages,11.77,34,-
CLDE110,Detergent,Cleaning,16.37,441,2024-11-09
CLBL123,Bleach,Cleaning,10.65,407,2024-09-05
DABU67,Butter,Dairy,13.35,57,-
HESH92,Shampoo,Health & Beauty,5.72,458,2024-08-03
CLDI95,Disinfectant,Cleaning,6.42,24,2024-12-20
HETO99,Toothpaste,Health & Beauty,17.69,362,2024-04-24
DAYO88,Yogurt,Dairy,4.26,360,2024-12-28
GRBE62,Beans,Groceries,8.22,272,2024-09-04
GRRI70,Rice,Groceries,16.31,451,2024-12-02
DAMI56,Milk,Dairy,3.74,474,-
GRPA73,Pasta,Groceries,7.79,350,2024-10-21
CLDI96,Disinfectant,Cleaning,8.37,450,2024-03-10
DAEG54,Eggs,Dairy,3.98,157,2024-04-03
HESH93,Shampoo,Health & Beauty,16.26,353,2024-09-04
BESO62,Soda,Beverages,7.28,189,2024-07-06
GRBE63,Beans,Groceries,6.62,291,-
DABU68,Butter,Dairy,18.73,201,-
CLDE111,Detergent,Cleaning,7.3,45,-
DABU69,Butter,Dairy,2.57,451,2024-12-11
BEJU58,Juice,Beverages,7.51,99,-
HESH94,Shampoo,Health & Beauty,9.67,295,2024-08-27
CLDE112,Detergent,Cleaning,2.05,365,2024-04-12
HESO107,Soap,Health & Beauty,6.21,252,-
CLDE113,Detergent,Cleaning,15.64,15,2024-07-29
CLDI97,Disinfectant,Cleaning,2.49,325,2024-07-11
BETE60,Tea,Beverages,12.33,455,2024-07-27
BETE61,Tea,Beverages,8.45,254,2024-10-15
GRBE64,Beans,Groceries,15.95,241,-
HESH95,Shampoo,Health & Beauty,3.41,289,-
CLDI98,Disinfectant,Cleaning,1.02,372,2024-06-23
GRPA74,Pasta,Groceries,7.66,223,2024-12-05
CLDE114,Detergent,Cleaning,18.67,27,2024-12-02
DAMI57,Milk,Dairy,19.66,439,2024-03-28
HESH96,Shampoo,Health & Beauty,7.7,158,2024-08-17
BECO56,Coffee,Beverages,10.2,234,2024-03-26
HETO100,Toothpaste,Health & Beauty,9.27,181,2024-08-06
BEJU59,Juice,Beverages,11.9,238,2024-05-23
HESH97,Shampoo,Health & Beauty,7.14,406,2024-03-13
DACH71,Cheese,Dairy,18.89,165,2024-04-24
CLDE115,Detergent,Cleaning,15.71,53,2024-08-27
HESH98,Shampoo,Health & Beauty,19.92,152,-
DAEG55,Eggs,Dairy,18.66,53,2024-08-27
DAEG56,Eggs,Dairy,15.57,183,2024-12-08
BEJU60,Juice,Beverages,14.67,412,2024-05-07
HETO101,Toothpaste,Health & Beauty,16.69,401,2024-10-11
GRRI71,Rice,Groceries,12.24,237,2024-05-26
CLDE116,Detergent,Cleaning,4.67,461,2024-05-09
HESH99,Shampoo,Health & Beauty,12.62,267,-
GRBR68,Bread,Groceries,1.28,343,2024-11-26
DAMI58,Milk,Dairy,5.75,38,2024-04-28
HETO102,Toothpaste,Health & Beauty,2.33,476,2024-10-13
DAYO89,Yogurt,Dairy,7.46,297,2024-11-05
HESH100,Shampoo,Health & Beauty,15.05,95,2024-04-17
CLDI99,Disinfectant,Cleaning,3.15,138,2024-10-19
CLDE117,Detergent,Cleaning,3.79,85,2024-07-17
BEJU61,Juice,Beverages,6.8,483,2024-08-04
HESO108,Soap,Health & Beauty,12.22,33,2024-07-27
CLDE118,Detergent,Cleaning,2.38,256,2024-08-31
CLBL124,Bleach,Cleaning,1.52,186,2024-05-08
HETO103,Toothpaste,Health & Beauty,3.62,284,2024-03-23
HESH101,Shampoo,Health & Beauty,8.37,121,2024-03-29
GRBR69,Bread,Groceries,7.35,192,2024-08-26
BESO63,Soda,Beverages,15.02,83,-
BETE62,Tea,Beverages,10.24,413,2024-09-24
DAEG57,Eggs,Dairy,3.01,306,2024-08-07
DAMI59,Milk,Dairy,16.97,152,2024-07-13
HESO109,Soap,Health & Beauty,8.52,473,-
CLDI100,Disinfectant,Cleaning,6.98,122,2024-12-17
BETE63,Tea,Beverages,19.78,294,2024-12-08
CLBL125,Bleach,Cleaning,3.45,269,2024-07-17
CLDI101,Disinfectant,Cleaning,7.33,275,2024-04-07
BEWA57,Water,Beverages,18.75,329,2024-08-18
DAYO90,Yogurt,Dairy,12.26,138,2024-09-03
HESO110,Soap,Health & Beauty,3.52,285,2024-03-16
GRBE65,Beans,Groceries,8.79,243,2024-07-17
HETO104,Toothpaste,Health & Beauty,5.41,456,2024-08-02
CLDE119,Detergent,Cleaning,15.4,29,2024-07-09
CLDE120,Detergent,Cleaning,15.29,278,-
BEWA58,Water,Beverages,18.95,296,2024-04-12
CLDE121,Detergent,Cleaning,11.23,91,-
DAYO91,Yogurt,Dairy,10.85,257,2024-11-17
DAYO92,Yogurt,Dairy,5.11,344,2024-10-02
DABU70,Butter,Dairy,18.84,161,2024-08-17
CLBL126,Bleach,Cleaning,2.16,400,2024-07-20
HETO105,Toothpaste,Health & Beauty,4.19,121,2024-03-16
DACH72,Cheese,Dairy,15.28,323,2024-06-10
HESO111,Soap,Health & Beauty,12.39,360,-
HETO106,Toothpaste,Health & Beauty,14.43,354,2024-12-06
GRRI72,Rice,Groceries,8.5,303,2024-07-14
HESH102,Shampoo,Health & Beauty,9.47,306,2024-08-16
CLBL127,Bleach,Cleaning,3.8,25,2024-10-06
BEJU62,Juice,Beverages,14.18,245,2024-08-06
DAYO93,Yogurt,Dairy,5.17,224,2024-05-10
GRRI73,Rice,Groceries,17.56,484,-
BECO57,Coffee,Beverages,9.21,325,-
GRRI74,Rice,Groceries,7.84,357,2024-07-19
HESO112,Soap,Health & Beauty,5.8,364,2024-05-26
HESO113,Soap,Health & Beauty,3.4,441,2024-08-26
BETE64,Tea,Beverages,19.33,180,2024-11-07
BESO64,Soda,Beverages,10.39,164,2024-09-26
BEJU63,Juice,Beverages,19.09,351,2024-06-02
HETO107,Toothpaste,Health & Beauty,7.88,428,-
BETE65,Tea,Beverages,12.39,421,2024-08-08
CLDE122,Detergent,Cleaning,13.94,131,-
HETO108,Toothpaste,Health & Beauty,7.16,406,2024-09-20
HESH103,Shampoo,Health & Beauty,11.86,213,2024-07-14
HETO109,Toothpaste,Health & Beauty,2.28,58,-
CLDE123,Detergent,Cleaning,16.06,238,2024-06-30
GRRI75,Rice,Groceries,18.55,187,2024-11-12
GRBE66,Beans,Groceries,14.82,252,2024-03-08
DACH73,Cheese,Dairy,17.07,149,2024-04-26
GRBR70,Bread,Groceries,7.65,361,2024-10-06
BEJU64,Juice,Beverages,10.54,136,2024-12-03
BEJU65,Juice,Beverages,6.04,371,2024-07-11
GRBR71,Bread,Groceries,7.4,329,2024-09-27
DABU71,Butter,Dairy,1.91,232,2024-06-08
GRPA75,Pasta,Groceries,12.27,278,-
GRBR72,Bread,Groceries,15.4,69,2024-06-01
GRPA76,Pasta,Groceries,3.65,440,2024-09-05
BEJU66,Juice,Beverages,11.59,186,2024-09-10
CLDI102,Disinfectant,Cleaning,16.61,30,2024-05-05
BEWA59,Water,Beverages,11.06,282,-
HETO110,Toothpaste,Health & Beauty,2.5,341,2024-10-26
CLDE124,Detergent,Cleaning,16.61,56,2024-06-25
CLDE125,Detergent,Cleaning,14.0,190,2024-09-29
GRPA77,Pasta,Groceries,11.98,179,2024-10-14
CLDE126,Detergent,Cleaning,19.67,336,2024-03-29
DACH74,Cheese,Dairy,18.11,136,2024-04-06
BEWA60,Water,Beverages,14.86,50,2024-08-29
DAEG58,Eggs,Dairy,8.35,95,2024-07-04
DABU72,Butter,Dairy,1.33,355,-
CLDI103,Disinfectant,Cleaning,19.72,141,2024-10-04
HESH104,Shampoo,Health & Beauty,13.81,329,2024-06-30
BESO65,Soda,Beverages,17.23,40,2024-08-16
HESO114,Soap,Health & Beauty,15.4,307,2024-03-29
BEJU67,Juice,Beverages,19.05,486,-
HESH105,Shampoo,Health & Beauty,14.43,436,2024-12-21
HESO115,Soap,Health & Beauty,3.6,22,-
BESO66,Soda,Beverages,14.09,188,2024-05-28
DAEG59,Eggs,Dairy,5.26,54,2024-10-16
BEWA61,Water,Beverages,3.5,17,2024-07-09
CLBL128,Bleach,Cleaning,16.8,146,2024-10-05
HESO116,Soap,Health & Beauty,4.81,87,-
GRBE67,Beans,Groceries,14.09,324,-
BETE66,Tea,Beverages,19.1,70,2024-03-28
GRBR73,Bread,Groceries,11.88,18,2024-11-18
DABU73,Butter,Dairy,5.98,450,-
BECO58,Coffee,Beverages,13.85,61,-
BEJU68,Juice,Beverages,2.18,167,2024-08-23
CLDE127,Detergent,Cleaning,19.85,50,2024-03-04
CLDE128,Detergent,Cleaning,19.68,355,2024-08-29
BESO67,Soda,Beverages,7.73,14,2024-08-20
GRPA78,Pasta,Groceries,9.62,332,2024-10-26
DAEG60,Eggs,Dairy,9.42,187,2024-07-07
DACH75,Cheese,Dairy,5.91,436,2024-06-07
CLDE129,Detergent,Cleaning,12.62,349,-
DACH76,Cheese,Dairy,10.45,119,2024-03-11
GRRI76,Rice,Groceries,12.99,84,2024-04-24
GRRI77,Rice,Groceries,2.54,72,2024-11-30
CLDI104,Disinfectant,Cleaning,5.92,289,2024-07-22
GRBR74,Bread,Groceries,12.47,340,2024-04-01
BEWA62,Water,Beverages,8.8,354,2024-04-19
BETE67,Tea,Beverages,8.0,483,2024-12-01
CLDI105,Disinfectant,Cleaning,10.48,138,2024-10-18
DACH77,Cheese,Dairy,2.08,454,2024-03-06
GRPA79,Pasta,Groceries,6.87,430,2024-11-20
GRBE68,Beans,Groceries,5.34,168,-
CLBL129,Bleach,Cleaning,5.56,199,2024-05-14
HESH106,Shampoo,Health & Beauty,15.56,168,2024-08-13
GRBR75,Bread,Groceries,17.1,493,2024-12-23
DAMI60,Milk,Dairy,1.43,484,2024-12-04
DAMI61,Milk,Dairy,3.42,191,2024-09-29
DACH78,Cheese,Dairy,13.17,172,-
DAEG61,Eggs,Dairy,17.23,226,-
BESO68,Soda,Beverages,1.31,337,2024-12-26
CLDE130,Detergent,Cleaning,11.88,225,2024-11-13
DAEG62,Eggs,Dairy,9.79,21,2024-03-19
GRBE69,Beans,Groceries,2.95,271,2024-06-17
CLDE131,Detergent,Cleaning,17.25,334,-
BESO69,Soda,Beverages,15.08,440,-
DAYO94,Yogurt,Dairy,13.63,25,-
HETO111,Toothpaste,Health & Beauty,9.83,294,2024-05-26
BETE68,Tea,Beverages,17.27,449,2024-12-04
GRPA80,Pasta,Groceries,12.78,223,2024-10-31
CLDI106,Disinfectant,Cleaning,11.63,25,2024-07-16
CLDI107,Disinfectant,Cleaning,17.59,434,2024-04-16
BEWA63,Water,Beverages,4.63,166,2024-12-06
DAMI62,Milk,Dairy,19.28,122,2024-11-24
DACH79,Cheese,Dairy,12.82,204,2024-11-09
GRBR76,Bread,Groceries,18.91,430,2024-06-15
DACH80,Cheese,Dairy,2.73,106,-
HETO112,Toothpaste,Health & Beauty,2.22,154,2024-04-12
DAEG63,Eggs,Dairy,17.7,265,2024-09-13
HETO113,Toothpaste,Health & Beauty,8.46,214,2024-05-10
BEWA64,Water,Beverages,6.97,46,2024-10-24
BEJU69,Juice,Beverages,12.09,425,2024-08-27
GRRI78,Rice,Groceries,17.96,484,2024-06-21
CLBL130,Bleach,Cleaning,19.05,15,2024-09-20
GRBR77,Bread,Groceries,9.99,256,2024-06-09
HESO117,Soap,Health & Beauty,14.26,68,2024-03-20
GRPA81,Pasta,Groceries,3.45,392,2024-08-19
DABU74,Butter,Dairy,9.76,95,-
GRPA82,Pasta,Groceries,9.16,222,2024-06-21
HETO114,Toothpaste,Health & Beauty,6.7,255,-
BEWA65,Water,Beverages,18.37,155,2024-10-15
GRRI79,Rice,Groceries,10.1,486,2024-11-12
DACH81,Cheese,Dairy,12.66,411,-
GRRI80,Rice,Groceries,4.21,117,2024-04-14
HESO118,Soap,Health & Beauty,5.78,428,2024-07-22
HESH107,Shampoo,Health & Beauty,18.2,233,2024-06-26
